"airtableID","Unique ID","Name Built","Major african poet","nationality-country","Short biography","name-letter","year_degree_institution","events","work roles","news item roles","birth-decade","nationality-region","Date birth","Date death","birth_spatial.country","birth_spatial.city"
"","apdp.person.000400","Jacinto, António 'Orlando Tavora'","True","[""Angola""]","António Jacinto, pseudonym Orlando Tavora, was born in 1924 in Portuguese, West Africa in what is now Angola. He was a poet, short-story writer and cabinet minister. Jacinto became involved in movements against Portuguese colonial rule, for which he was arrested 1961. Jacinto's poetry specifically represents and critiques the oppression of the Angolan people by the Portuguese.

https://www.britannica.com/biography/Antonio-Jacinto","J","","","[Voices from Twentieth-Century Africa: Griots and towncriers (1988)](apdp.work.000214)|Poet","A world reclaimed (2020-11-25)|Poet","1920","[""Southern Africa""]","1924-09-28","1991-06-23","[""Angola""]",""
"","apdp.person.000401","Diop, Cheikh Anta","",""," - ","D","","","","Poetic Licence for Democracy (1977-05-12)|Politician;;;In brief (1988-06-03)|Academic","1920","","1923-12-29","1986-02-07","[""Senegal""]",""
"","apdp.person.000402","Izevbaye, Dan","",""," - ","I","","","","Black man's burden (1981-11-06)|Critic","","","","","",""
"","apdp.person.000403","Jamba, Sousa","",""," - ","J","","","","In search of a subject (2003-02-07)|Critic","1960","","1966-01-09","","[""Angola""]",""
"","apdp.person.000404","Motjuwadi, Stanley","True","[""South Africa""]","Stanley Motjuwadi, born 1930, was a journalist, poet, short story writer, and teacher. As a journalist, he worked with Bantu World, Golden City Post, Rand Daily Mail. He worked as an editor of ""Drum,"" and helped with the creation and was in the cast of Phiri, 1972.

https://esat.sun.ac.za/index.php/Stanley_Motjuwadi","M","","","","Stranger's Voice (1973-05-06)|Poet","1930","[""Southern Africa""]","1930-01-01","1989-01-01","[""South Africa""]",""
"","apdp.person.000405","Manley, Michael","",""," - ","M","","","","Competitors' dreams destroyed by their governments (1976-07-19)|Politician","1920","","1924-12-10","1997-03-06","[""Jamaica""]",""
"","apdp.person.000406","Heaney, Seamus","",""," - ","H","","","","Different aesthetics (1990-05-18)|Mentioned Poet;;;One World in Four Volumes (1972-07-07)|Mentioned Poet","1930","","1939-04-13","2013-08-30","[""Northern Ireland""]",""
"","apdp.person.000407","Baddiley, Jack","",""," - ","B","","","","Kidnap plot warning to cricket club (1970-04-30)|Athlete","","","","","",""
"","apdp.person.000408","Molefe, Zuluboy Arthur 'ZB'","",""," - ","M","","","","From recent issues (1978-06-16)|Writer","","","","2019-01-01","",""
"","apdp.person.000410","Brontë, Charlotte","",""," - ","B","","","","Attempting the Pen (1989-09-22)|Writer","1810","","1816-04-21","1855-03-31","[""England""]",""
"","apdp.person.000411","Wiggin, Maurice","","[""England""]"," - ","W","","","","Poet and peasant  (1967-07-16)|Author;;;In a monastery garden  (1967-08-27)|Author;;;Alf where are you? (1968-04-28)|Author;;;Shaping Forces (1975-07-20)|Critic","1910","[""United Kingdom""]","1912-01-01","1986-01-01","",""
"","apdp.person.000412","Enwonwu, Odinigwe Benedict Chukwukadibia 'Ben'","",""," - ","E","","","","African Culture Asserted After Struggle (1976-07-22)|Artist","1910","","1917-07-14","1994-02-05","[""Nigeria""]",""
"","apdp.person.000413","Duerden, Dennis","","[""England""]"," - ","D","","","[African Art & Literature: The Invisible Present (1977)](apdp.work.000039)|Author;;;[African Art & Literature: The Invisible Present (1977)](apdp.work.000039)|Work Author","Letters to the editor: Nigerian author (1967-08-29)|Academic;;;Through the Drum (1972-12-29)|Editor","1920","[""United Kingdom""]","1929-01-01","2007-01-01","",""
"","apdp.person.000415","Aboulela, Leila","","","Leila Aboulela grew up in Karthoum, Sudan. She is a novelist and short-story writer. Her novels include The Translator (1999); Minaret (2005), Lyrics Alley (2010), The Kindness of Enemies (2015); and Bird Summons (2019).

","A","","","","Letter from Harare (2000-11-03)|Writer","1960","","1964-01-01","","[""Egypt""]",""
"","apdp.person.000416","Roberts, Theodore Goodridge","",""," - ","R","","","","Oversea Poetry (1918-01-24)|Mentioned Poet","1870","","1877-07-07","1953-02-24","",""
"","apdp.person.000417","Uasi, Adaora Lily","","","Nigerian journalist and novelist, said to have been the first West African woman to earn a degree in journalism.","U","","","","Paper-backs: Fiction (1973-04-13)|Writer","1930","","1932-01-01","","[""Nigeria""]",""
"","apdp.person.000418","Selope, Phillip","",""," - ","S","","","","Pretoria judge delays hanging (1985-08-21)|Civilian","","","","","",""
"","apdp.person.000419","Djebar, Assia","",""," - ","D","","","","Ain't I a woman (1992-12-11)|Writer","1930","","1936-06-30","2015-02-06","[""Algeria""]",""
"","apdp.person.000420","Allende, Salvador Lewis","","","Salvador Allende was a Chilean president who was overthrown in a military coup in 1973.","A","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1900","","1908-01-01","1973-01-01","",""
"","apdp.person.000422","Skelton, John","",""," - ","S","","","","Voice of the poets (1965-09-13)|Mentioned Poet","1460","","1463-01-01","1529-01-01","[""England""]",""
"","apdp.person.000423","Howard, Philip","",""," - ","H","","","","South African wins Booker prize (1983-10-27)|Reporter","1930","","1933-01-01","2014-01-01","[""England""]",""
"","apdp.person.000424","Polley, James","",""," - ","P","","","","More arrested in South Africa (1975-09-17)|Academic","","","","","",""
"","apdp.person.000425","Burroughs, William","",""," - ","B","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1910","","1914-02-05","1997-08-02","[""United States""]",""
"","apdp.person.000426","Levertov, Denise","",""," - ","L","","","","Attempting the Pen (1989-09-22)|Mentioned Poet","1920","","1923-10-24","1997-12-20","[""England""]",""
"","apdp.person.000427","Grass, Günter Wilhelm","",""," - ","G","","","","At the crossroads of cultures (1975-10-17)|Writer;;;A change of address (2002-01-25)|Writer","1920","","1927-10-16","2015-04-13","",""
"","apdp.person.000428","Coetzee, Dirk","",""," - ","C","","","","Witness to man's inhumanity (1999-01-24)|Politician","1940","","1945-04-15","2013-03-07","[""South Africa""]",""
"","apdp.person.000429","Mackay, Claude","",""," - ","M","","","","Praise poet in Paris (2000-04-28)|Mentioned Poet","1880","","1889-09-15","1948-05-22","[""Jamaica""]",""
"","apdp.person.000430","Obasanjo, Olusegun","",""," - ","O","","","","How is it that things haven't fallen apart (2010-09-30)|Politician;;;African Adventurer: The life of a Nigerian maverick makes for a challenging read (2006-05-06)|Politician;;;Relative Values (2004-10-24)|Politician","1930","","1937-03-05","","[""Nigeria""]",""
"","apdp.person.000431","Peter, John","",""," - ","P","","","","","","","","","",""
"","apdp.person.000432","Jabavu, Noni 'Helen Nontando Jabavu '","","[""South Africa""]"," - ","J","","","","Tale of Two Africas (1964-03-22)|Author","1910","[""Southern Africa""]","1919-08-20","2008-06-19","",""
"","apdp.person.000433","Mittelholzer, Edgar","",""," - ","M","","","","Books for a Commonwealth: Publishing locally or from London (1962-08-10)|Writer","1900","","1909-12-16","1965-05-05","[""Guyana""]",""
"","apdp.person.000434","Tutuola, Amos","","","Nigerian writer who wrote books based in part on Yoruba folk-tales.","T","","","","Sounding the Sixties--2: The Commonwealth (1965-09-16)|Writer;;;Books of the 1960s-2 (1965-09-16)|Writer;;;Orpheus in Africa (1965-04-29)|Writer;;;Writing in West Africa: A Chance to Adapt and to Experiment (1962-08-10)|Writer;;;And Story (1965-04-01)|Writer;;;Oxford University Press (1971-06-04)|Writer;;;Africa speaks (1972-04-09)|Writer;;;Uprooting the malignant fictions (1988-09-23)|Writer;;;Books for a Commonwealth: Publishing locally or from London (1962-08-10)|Writer","1920","","1920-06-20","1997-06-08","[""Nigeria""]",""
"","apdp.person.000435","Vladislavić, Ivan","",""," - ","V","","","","Miracle at the margin (2000-11-24)|Writer","1950","","1957-01-01","","[""South Africa""]",""
"","apdp.person.000436","Manning, Madeline","",""," - ","M","","","","US Negroes asked to boycott Games (1967-09-26)|Athlete","1940","","1948-01-11","","[""United States""]",""
"","apdp.person.000437","Jackson, Laura 'Riding Jackson'","","[""United States""]"," - ","J","","","[First Awakenings The Early Poems (1992)](apdp.work.000187)|Poet;;;[First Awakenings The Early Poems (1992)](apdp.work.000187)|Work Author","One World in Four Volumes (1972-07-07)|Mentioned Poet","1900","[""North America""]","1901-01-16","1991-09-02","[""United States""]",""
"","apdp.person.000438","Seeger, Alan","",""," - ","S","","","","Oversea Poetry (1918-01-24)|Mentioned Poet","1880","","1888-06-22","1916-07-04","[""United States""]",""
"","apdp.person.000439","Sassine, William","",""," - ","S","","","","Change from below (1992-03-27)|Writer","1940","","1944-01-01","1997-01-01","[""Guinea""]",""
"","apdp.person.000440","MacRae, Donald","",""," - ","M","","","","A World of Riches (1975-04-13)|Critic","1920","","1921-04-20","1997-12-23","[""Scotland""]",""
"","apdp.person.000441","Bennett, Arnold","",""," - ","B","","","","A Literature in the Making (1935-05-31)|Writer","1860","","1867-05-27","1931-03-27","[""England""]",""
"","apdp.person.000442","Palmer, Eustace","",""," - ","P","","","","Black man's burden (1981-11-06)|Critic;;;Through the Drum (1972-12-29)|Editor;;;Heinemann: New African Writing (1972-03-03)|Academic;;;Africa speaks (1972-04-09)|Academic","","","","","[""Sierra Leone""]",""
"","apdp.person.000443","Rossetti, Christina","",""," - ","R","","","","Attempting the Pen (1989-09-22)|Mentioned Poet","1830","","1830-12-05","1894-12-29","[""England""]",""
"","apdp.person.000444","Thomas, Dylan","",""," - ","T","","","","Scorning the Sonnet (1983-09-16), Swansea singer (1976-01-04)|Mentioned Poet;;;London Diary (1961-10-29)|Mentioned Poet;;;""Lingua Franca, Lingua Poetica (1965-09-16)""|Writer;;;Africa speaks (1972-04-09)|Critic;;;Books and Writers (1939-05-14)|Mentioned Poet","1910","","1914-10-27","1953-11-09","[""Wales""]",""
"","apdp.person.000445","Spender, Dale","",""," - ","S","","","[Anthology of British Women Writers (1989)](apdp.work.000191)|Editor","Attempting the Pen (1989-09-22)|Editor","1940","","1943-09-22","","",""
"","apdp.person.000446","Lienhardt, Godfrey","",""," - ","L","","","","What's good for the Luo (1977-02-18)|Critic","1920","","1921-01-17","1993-11-09","[""England""]",""
"","apdp.person.000447","Shepard, Ernest H.","",""," - ","S","","","","Spring Announcements (1935-02-28)|Artist","1870","","1879-12-10","1976-03-24","[""England""]",""
"","apdp.person.000448","Hodgkin, T. L.","",""," - ","H","","","","The African Renaissance (1957-08-15)|Critic","","","","","",""
"","apdp.person.000449","Watermeyer, E. B.","True","[""South Africa""]","E. B. Watermeyer was a poet born in 1824 in South Africa. His poem ""After a Storm"" was featured in ""A Treasury of South African Poetry and Verse,"" published 1907.","W","","","","South African Poetry. (1909-05-24)|Poet","1820","[""Southern Africa""]","1824-01-01","1867-01-01","[""South Africa""]",""
"","apdp.person.000450","Donleavy, J. P.","",""," - ","D","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1920","","1926-04-23","2017-09-11","[""United States""]",""
"","apdp.person.000451","Abramson, Jesse","",""," - ","A","","","","Countries wait to see if they can compete (1976-07-20)|Athlete","1900","","1904-03-03","1979-06-11","[""United States""]",""
"","apdp.person.000452","Balmires, Harry","",""," - ","B","","","","One man's map (1984-05-11)|Editor","1910","","1915-11-06","2017-11-21","[""England""]",""
"","apdp.person.000453","Tati-Loutard, Jean-Baptiste","True","","Congolese politician and poet. Served as the Minister of Higher Education  and Minister of Hydrocarbons from 1997-2009, in the Congo-Brazzaville government. Bio online @ https://www.wikiwand.com/en/Jean-Baptiste_Tati_Loutard
","T","[""1964 Bachelors: University of Bordeaux""]","","","In Brief: Poetry (2002-12-13)|Mentioned Poet","1930","","1938-12-15","2009-07-04","[""Congo""]",""
"","apdp.person.000454","Gill, Peter","",""," - ","G","","","","African dramatist's new play (1966-09-30)|Artist","1930","","1939-09-07","","[""Wales""]",""
"","apdp.person.000455","Arkin, Marian","",""," - ","A","","","[Longman Anthology of World Literature by Women 1875-1975 (1989)](apdp.work.000193)|Editor","Attempting the Pen (1989-09-22)|Editor","","","","","",""
"","apdp.person.000456","Euba, Femi","",""," - ","E","","","","Lion and the Jewel (1966-12-13)|Artist;;;Nigerian play for Court Theatre (1966-11-28)|Artist;;;Season of African Plays (1966-06-17)|Artist","1940","","1941-01-01","","[""Nigeria""]",""
"","apdp.person.000457","Riddy, Felicity","",""," - ","R","","","","Oxford University Press (1971-06-04)|Academic","1940","","1940-06-07","","",""
"","apdp.person.000458","Dathrone, Oscar Ronald 'O. R.'","",""," - ","D","","","","Eng. Lit. Expands (1969-12-04)|Mentioned Poet","1930","","1934-11-19","2007-12-18","[""Guyana""]",""
"","apdp.person.000459","Daniells, Roy","",""," - ","D","","","","Books of the 1960s-2 (1965-09-16)|Mentioned Poet","1900","","1902-04-06","1979-04-13","[""Canada""]",""
"","apdp.person.000460","Modisane, William 'Bloke'","","[""South Africa""]","William ""Bloke"" Modisane was born in 1923 in South Africa; a South African journalist, writer, and actor, Modisane became heavily involved in critiquing the South African government. He joined ""Drum"" magazine alongside writers Henry Nxumalo, Can Themba, Es'kia Mphahlele, and Lewis Nkosi. He published short stories in the literary magazine ""Black Orpheus."" In 1959, Modisane left South Africa for England and subsequently wrote Blame Me on History, which examined the way that apartheid had left a lasting impact on his psyche as a black man.

https://www.sahistory.org.za/people/william-bloke-modisane","M","","","[Contemporary Poets of the English Language (1969)](apdp.work.000298)|Mentioned Poet","The Times Diary: Poetic Justice (1969-09-03)|Poet;;;Avant ou a Rebours?  (1964-09-03)|Writer;;;And Story (1965-04-01)|Writer","1920","[""Southern Africa""]","1923-08-23","1986-03-01","[""South Africa""]",""
"","apdp.person.000461","Murphy, Richard","",""," - ","M","","","","One World in Four Volumes (1972-07-07)|Mentioned Poet","1920","","1927-08-06","2018-01-30","[""Ireland""]",""
"","apdp.person.000462","Ogude, James","",""," - ","O","","","[Soho Square V (1992)](apdp.work.000021)|Editor","Things fall apart (1992-12-11)|Editor","","","","","",""
"","apdp.person.000463","Vine Hall, Arthur","True","[""South Africa""]","Arthur Vine Hall was born in South Africa in 1862 and produced two collections of poetry: ""The Submarine and the Aeroplane,"" in 1917, and ""Poems of a South African,"" in 1929.

","V","","","[The Submarine and the Aeroplane (1917)](apdp.work.000106)|Poet;;;[The Submarine and the Aeroplane (1917)](apdp.work.000106)|Work Author;;;[The Submarine and the Aeroplane (1917)](apdp.work.000253)|Poet;;;[The Submarine and the Aeroplane (1917)](apdp.work.000253)|Work Author;;;[Poems of a South African (1928)](apdp.work.000252)|Poet;;;[Poems of a South African (1928)](apdp.work.000252)|Work Author","New Books and Reprints: Poetry (1917-12-27)|Poet","1860","[""Southern Africa""]","1862-01-01","1957-01-01","[""England""]",""
"","apdp.person.000464","Kantai, Parselelo","",""," - ","K","","","","New writers emerge after the 'big sleep' (2008-06-24)|Critic","","","","","[""Kenya""]",""
"","apdp.person.000465","MacNeice, Louis","","[""Northern Ireland""]"," - ","M","","","[Collected Poems by Louis MacNeice (2002)](apdp.work.000200)|Author","Literature: In Brief (2005-02-04)|Mentioned Poet;;;Books and Writers (1939-05-14)|Mentioned Poet","1900","[""United Kingdom""]","1907-09-12","1963-09-03","[""Northern Ireland""]",""
"","apdp.person.000466","Anyidoho, Kofi","True","","Kofi Anyidoho is a Ghanian poet and professor, born in 1947. He went to the University of Ghana in 1973 where he received a BA in English and Linguistics. His books of poetry include Elegy for the Revolution (1978), A Harvest of Our Dreams (1985), Earthchild (1985), and Ancestral Logic and Caribbean Blues (1992).

http://www.unesco.org/new/en/culture/themes/dialogue/tagore-neruda-and-cesaire/networks-and-partners/international-sponsoring-committee/kofi-anyidoho/

https://www.encyclopedia.com/arts/culture-magazines/anyidoho-kofi-1947","A","["" -  BA: University of Ghana"", ""1980 MA: Indiana University""]","","","Different aesthetics (1990-05-18)|Editor","1940","","1947-07-25","","[""Ghana""]",""
"","apdp.person.000467","Gaskill, William","",""," - ","G","","","","Letters to the editor: Nigerian author (1967-08-29)|Artist","1930","","1930-06-24","2016-02-04","[""England""]",""
"","apdp.person.000468","Enahoro, Anthony Eromosele","",""," - ","E","","","","Winning struggle to reestablish African culture alongside the economic revolution (1972-10-09)|Politician;;;Playwright's denial on Biafra (1967-11-09)|Politician;;;Leading source for Negro art (1971-10-01)|Politician","1920","","1923-07-22","2010-12-15","[""Nigeria""]",""
"","apdp.person.000469","Hood, Hugh","",""," - ","H","","","","Books of the 1960s-2 (1965-09-16)|Writer","1920","","1928-04-30","2000-08-01","[""Canada""]",""
"","apdp.person.000470","Okeke, P. U.","",""," - ","O","","","","Commonwealth writing from Africa (1965-09-16)|Academic","","","","","",""
"","apdp.person.000471","Adams, Albert","","","Born in 1929, Albert Adams was a South African artist who died of lung cancer at the age of 77 in London.","A","","","","And Story (1965-04-01)|Artist","1920","","1929-01-01","2006-01-01","[""South Africa""]",""
"","apdp.person.000472","Campbell, Alistair","",""," - ","C","","","","Books of the 1960s-2 (1965-09-16)|Mentioned Poet","1920","","1925-06-25","2009-08-16","",""
"","apdp.person.000473","Gordimer, Nadine","",""," - ","G","","","","In 'The Times' tomorrow (1978-03-10)|Writer;;;Sounding the Sixties--2: The Commonwealth (1965-09-16)|Writer;;;A New Look in Writing (1960-05-31)|Writer;;;Literature: Critics in each other's bad books (1977-01-18)|Politician;;;Catalogue of the ridiculous (1975-07-02)|Reporter;;;Books of the 1960s-2 (1965-09-16)|Writer;;;Cultural Studies (2011-11-04)|Writer;;;At the crossroads of cultures (1975-10-17)|Critic;;;Things fall apart (1992-12-11)|Writer;;;Paperbacks (1985-02-03)|Author;;;A Bolter and the Invincible Summer (1988-09-04)|Writer;;;Monday 19 March (2012-03-18)|Writer;;;Taking an African safari (1996-06-30)|Writer;;;African Honeymoon (1972-03-26)|Writer","1920","","1923-11-20","2014-07-13","[""South Africa""]",""
"","apdp.person.000475","Morton, Do","",""," - ","M","","","","""Power of the Pen in Exile: The Times Profile, Breyten Breytenbach (1984-04-26)""|Politician","","","","","",""
"","apdp.person.000476","Salih, Tayeb","",""," - ","S","","","","Heinemann (1978-10-20)|Writer;;;African Writers Series reaches 100 (1972-02-25)|Writer","1920","","1929-07-12","2009-02-18","[""Sudan""]",""
"","apdp.person.000477","Petrarch, Francesco","",""," - ","P","","","","""Gestures of yearning, acts of faith (2012-11-02)""|Mentioned Poet","1300","","1304-01-01","1374-01-01","[""Italy""]",""
"","apdp.person.000478","Duodu, Cameron","",""," - ","D","","","[The Gab Boys (1969)](apdp.work.000146)|Author;;;[The Gab Boys (1969)](apdp.work.000146)|Work Author","Folklore Modern Style (1969-10-22)|Writer;;;Little attention paid to youth culture (1971-09-30)|Critic","1930","","1937-05-24","","[""Ghana""]",""
"","apdp.person.000480","Bray, Christopher","",""," - ","B","","","","Contents (2010-11-05)|Writer","","","","","[""England""]",""
"","apdp.person.000481","Duckworth, Marilyn","",""," - ","D","","","","Books of the 1960s-2 (1965-09-16)|Writer","1930","","1935-11-10","","",""
"","apdp.person.000482","Fabunmi, Lawrence Apalara 'L. A.'","",""," - ","F","","","","Commonwealth writing from Africa (1965-09-16)|Academic","","","","","[""Nigeria""]",""
"","apdp.person.000483","Bathory, Elizabeth","",""," - ","B","","","","Red island roads (1985-11-01)|Politician","1560","","1560-01-01","1614-01-01","",""
"","apdp.person.000484","Ibrahim, Sonallah","",""," - ","I","","","","Heinemann (1978-10-20)|Writer","1930","","1937-01-01","","[""Egypt""]",""
"","apdp.person.000485","Nyerere, Julius","",""," - ","N","","","","Outspoken Man of Letters (1988-03-07)|Politician;;;Triumph of the old guerrilla network (1997-05-11)|Politician","1920","","1922-04-13","1999-10-14","[""Tanzania""]",""
"","apdp.person.000486","Mussolini, Benito","",""," - ","M","","","","The music of Milan (1996-07-19)|Politician","1880","","1883-07-29","1945-04-28","[""Italy""]",""
"","apdp.person.000487","Wright, David","True","[""South Africa""]","David Wright was a South-African born English poet who immigrated to England at age fourteen. He became deaf at age seven from contracting scarlet fever. He edited the literary magazine Nimbus for two years beginning in 1955, and, alongside John Heath-Stubbs, he edited the Faber Book of Twentieth Century Verse. He wrote a biography of South African poet Roy Campbell in 1961.


https://en.wikipedia.org/wiki/David_Wright_(poet)","W","[""1942 [unknown]: Oriel College""]","","[Poets in South Africa: An Anthology (1958)](apdp.work.000068)|Poet;;;[Lisbon: Portrait Guide by David Wright and Patrick Swift (1971)](apdp.work.000125)|Poet;;;[Lisbon: Portrait Guide by David Wright and Patrick Swift (1971)](apdp.work.000125)|Work Author;;;[The Faber Book of Twentieth Century Verse: An Anthology of Verse in Britain 1900-1950 (1953)](apdp.work.000244)|Mentioned Poet;;;[Poems and Versions (1992)](apdp.work.000233)|Poet;;;[Poems and Versions (1992)](apdp.work.000233)|Work Author;;;[Elegies (1990)](apdp.work.000242)|Poet;;;[Elegies (1990)](apdp.work.000242)|Work Author;;;[Selected Poems (1988)](apdp.work.000239)|Poet;;;[Selected Poems (1988)](apdp.work.000239)|Work Author;;;[Metrical Observations (1980)](apdp.work.000240)|Poet;;;[Metrical Observations (1980)](apdp.work.000240)|Work Author;;;[Selected Poems (1980)](apdp.work.000241)|Poet;;;[Selected Poems (1980)](apdp.work.000241)|Work Author;;;[A South African Album (1976)](apdp.work.000237)|Poet;;;[A South African Album (1976)](apdp.work.000237)|Work Author;;;[A view of the north (1976)](apdp.work.000235)|Poet;;;[A view of the north (1976)](apdp.work.000235)|Work Author;;;[To the Gods the Shades: New and Collected Poems (1976)](apdp.work.000234)|Poet;;;[To the Gods the Shades: New and Collected Poems (1976)](apdp.work.000234)|Work Author;;;[Nerve Ends (1969)](apdp.work.000232)|Poet;;;[Nerve Ends (1969)](apdp.work.000232)|Work Author;;;[Adam at Evening (1965)](apdp.work.000236)|Poet;;;[Adam at Evening (1965)](apdp.work.000236)|Work Author;;;[Monologue of a Deaf Man (1958)](apdp.work.000243)|Poet;;;[Monologue of a Deaf Man (1958)](apdp.work.000243)|Work Author;;;[Moral Stories (1954)](apdp.work.000238)|Poet;;;[Moral Stories (1954)](apdp.work.000238)|Work Author","Poets from Abroad (1958-06-13)|Poet;;;I remember it well (1971-06-27)|Poet;;;The Climate of Taste (1953-10-02)|Poet;;;""Power of the Pen in Exile: The Times Profile, Breyten Breytenbach (1984-04-26)""|Mentioned Poet;;;A New Look in Writing (1960-05-31)|Poet;;;P. E. N. Poets' Choice (1961-12-11)|Poet","1920","[""Southern Africa""]","1920-02-23","1994-08-28","[""South Africa""]",""
"","apdp.person.000488","Mathew, Ray","",""," - ","M","","","","Voice of the poets (1965-09-13)|Mentioned Poet","1920","","1929-04-14","2002-05-27","[""Australia""]",""
"","apdp.person.000490","Steyn, Mark","",""," - ","S","","","","Global locals (2008-12-05)|Writer","1950","","1959-12-08","","[""Canada""]",""
"","apdp.person.000491","Marcuse, Herbert","",""," - ","M","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1890","","1898-07-19","1979-07-29","[""Germany""]",""
"","apdp.person.000492","Erdem, Hüseyin","",""," - ","E","","","","Stirring a sense of common purpose (1988-04-22)|Writer","1940","","1949-01-01","","[""Turkey""]",""
"","apdp.person.000493","de Boissière, Ralph","",""," - ","D","","","","Oxford University Press (1971-06-04)|Writer","1900","","1907-10-06","2008-02-16","[""Trinidad""]",""
"","apdp.person.000494","Graham, J. C.","",""," - ","G","","","","These tarnished Olympics (1976-07-25)|Reporter","","","","","",""
"","apdp.person.000495","Reich, Wilhelm","",""," - ","R","","","","Catalogue of the ridiculous (1975-07-02)|Writer","1890","","1897-03-24","1957-11-03","[""Ukraine""]",""
"","apdp.person.000496","Welles, George Orson","",""," - ","W","","","","Conversations in Biafra (1969-07-27)|Writer","1910","","1915-05-06","1985-10-10","[""United States""]",""
"","apdp.person.000497","Berryman, John Allyn McAlpin","",""," - ","B","","","","One World in Four Volumes (1972-07-07)|Mentioned Poet","1910","","1914-10-25","1972-01-07","[""United States""]",""
"","apdp.person.000498","Laye, Camara","",""," - ","L","","","","And Story (1965-04-01)|Writer;;;Reading Round the World (1973-12-30)|Writer","1920","","1928-01-01","1980-02-04","[""Guinea""]",""
"","apdp.person.000499","Barber, Karin","",""," - ","B","","","","A world reclaimed (2020-11-25)|Critic","1940","","1949-01-01","","[""England""]",""
"","apdp.person.000500","Pinter, Harold","",""," - ","P","","","","Stirring a sense of common purpose (1988-04-22)|Writer;;;Diary (1995-01-22)|Writer","1930","","1930-10-10","2008-12-24","[""England""]",""
"","apdp.person.000501","Amelgatcher, Adelaide","",""," - ","A","","","","Little attention paid to youth culture (1971-09-30)|Actor","","","","","",""
"","apdp.person.000502","Munro, Alice ' -Alice Ann Laidlaw '","","[""Canada""]"," - ","M","","","[Friend of My Youth (1990)](apdp.work.000003)|","Attempting the Pen (1989-09-22)|Writer;;;Who's Reading Whom (1990-10-28)|Author","1930","[""North America""]","1931-07-10","","[""Cananda""]",""
"","apdp.person.000503","Gold, Arthur","",""," - ","G","","","","Countries wait to see if they can compete (1976-07-20)|Athlete","","","","","",""
"","apdp.person.000504","Graham-White, Anthony","",""," - ","G","","","[The Drama of Black Africa (1974)](apdp.work.000026)|Editor;;;[The Drama of Black Africa (1974)](apdp.work.000026)|Work Author","","","","","","",""
"","apdp.person.000505","Ousmane, Sembène","",""," - ","O","","","","Culture and politics travel forward hand in hand (1974-04-13)|Writer;;;Through the Drum (1972-12-29)|Writer;;;African Writers Series reaches 100 (1972-02-25)|Writer;;;African fiction: a sense of urgency (1976-12-12)|Writer","1920","","1923-01-01","2007-06-09","[""French West Africa""]",""
"","apdp.person.000506","Malé, Belkis Cuza","",""," - ","M","","","","Attempting the Pen (1989-09-22)|Mentioned Poet","1940","","1942-01-01","","",""
"","apdp.person.000507","Drabble, Margaret","",""," - ","D","","","","Attempting the Pen (1989-09-22)|Writer","1930","","1939-06-05","","[""England""]",""
"","apdp.person.000508","Rohmer, Sax","",""," - ","R","","","","One World in Four Volumes (1972-07-07)|Writer","1880","","1883-02-15","1959-06-01","[""England""]",""
"","apdp.person.000509","Cavalcanti, Guido","",""," - ","C","","","","One World in Four Volumes (1972-07-07)|Mentioned Poet","1250","","1250-01-01","1300-01-01","[""Italy""]",""
"","apdp.person.000510","Carter, Angela","",""," - ","C","","","[Wayward Girls and Wicked Women (1986)](apdp.work.000059)|Editor","South African wins Booker prize (1983-10-27)|Writer;;;Refusing to learn (1986-12-19)|Editor;;;Attempting the Pen (1989-09-22)|Writer","1940","","1940-05-07","1992-02-16","[""England""]",""
"","apdp.person.000511","Atkinson, Richard","",""," - ","A","","","","Heinemann Educational Ltd (1971-11-19)|Academic","1920","","1929-03-19","","[""United States""]",""
"","apdp.person.000512","Bamba, Amadou","",""," - ","B","","","","Letter from... Touba (2001-08-31)|Politician","1850","","1853-01-01","1927-01-01","[""Senegal""]",""
"","apdp.person.000513","Renault, Mary","",""," - ","R","","","","Sounding the Sixties--2: The Commonwealth (1965-09-16)|Writer;;;Books of the 1960s-2 (1965-09-16)|Writer","1900","","1905-09-04","1983-12-13","[""England""]",""
"","apdp.person.000515","Fielding, Henry","",""," - ","F","","","","Paper-backs: Fiction (1973-04-13)|Writer","1700","","1707-04-22","1754-10-08","[""Portugal""]",""
"","apdp.person.000516","Clayton, Cherry","",""," - ","C","","","","Uprooting the malignant fictions (1988-09-23)|Critic","","","","","",""
"","apdp.person.000517","Lampman, Archibald","",""," - ","L","","","","Oversea Poetry (1918-01-24)|Mentioned Poet","1860","","1861-11-17","1899-02-10","[""Canada""]",""
"","apdp.person.000518","Lowry, Malcolm","",""," - ","L","","","","Books of the 1960s-2 (1965-09-16)|Writer","1900","","1909-07-28","1957-06-26","[""England""]",""
