"airtableID","title","Unique ID","Article title","Document type","Article Date (formatted)","[publication]","publisher","Source page no","Source link","Gale ID","Source access date","rights_holder","[archive]","Excerpt","works","[events]","subjects","Tags","Notes","Permissions","[news item roles]","Completion Status","person","contributor.name","creator.name","topics-decade","commentaries_relation","Related Event Omeka ID","Contributor Omeka ID","Publication Internal ID","site section"
"","DENVER QUARTERLY (1973-04-27)","apdp.news.001080","DENVER QUARTERLY","Advertisement","1973-04-27","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","477","https://link.gale.com/apps/doc/EX1200389296/TLSH?u=linc74325&sid=gale_api&xid=e61481b7","GALE|EX1200389296","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","In this edition of The Times Literary Supplement published on Friday, April 27, 1973, ""Denver Quarterly"" of The University of Denver in Colorado, USA placed an advert that mentioned some writers who appeared in their recent and forthcoming issues. Among the mentioned writers, the names of two African scholars, Kofi Awoonor and Isidore Okpewho appeared appeared as among those whose works were expected in subsequent issue of the paper advertised. A section of the paper was not visible to see the rest of the names included in Denver Quarterly's advert. ","","","","","","© Times Newspapers Limited.","['recHcBxK9SRW6gRik']","Publish","""[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Mentioned Poet;;;[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Article Author""","[""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'""]","[""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'""]","1970","","","","[""apdp.publication.000001""]",""
"","DENVER QUARTERLY (1973-06-29)","apdp.news.001079","DENVER QUARTERLY","Advertisement","1973-06-29","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","750","https://link.gale.com/apps/doc/EX1200390695/TLSH?u=linc74325&sid=gale_api&xid=a0a017bf","GALE|EX1200390695","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","New Poetry and Translations from W.H. Auden, Kofi Awoonor, Daniel Hoffman, Par Lagerkvist, Philip Murray, Leif Sjoberg, James Whitehead","","","","[""magazine"", ""advertisement""]","","© Times Newspapers Limited.","['recLBTkoVwoUXKsoX']","Publish","""[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Mentioned Poet;;;[Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'](apdp.person.itn.001046)|Article Author""","[""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'""]","[""Awoonor-Williams, George Kofi Nyidevu 'Kofi Awoonor'""]","1970","","","","[""apdp.publication.000001""]",""
"","Trafika problems in Prague (1995-03-10)","apdp.news.001070","Trafika problems in Prague","Feature","1995-03-10","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","18","https://link.gale.com/apps/doc/EX1200477540/TLSH?u=linc74325&sid=gale_api&xid=8fe46e89","GALE|EX1200477540","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Ironically enough, the most tangible product of whatever American literary scene exists in Prague has come in the form of some determinedly un-American publishing activity. One and four issues old Trafika operates from an L-shaped room in a cellar two floors below Globe Bookstore, an expatriates oasis in the North of Prague.","""[Trafika (1993)](apdp.work.000848)""","","","[""magazine"", ""lusophone""]","","© Times Newspapers Limited.","['recWHsANyBaZ2JWdD']","Publish","""[Agualusa, José Eduardo](apdp.person.itn.000226)|Mentioned Poet;;;[Agualusa, José Eduardo](apdp.person.itn.000226)|Article Author""","[""Agualusa, José Eduardo""]","[""Agualusa, José Eduardo""]","1990","","","","[""apdp.publication.000001""]",""
"","In Cold Rage (1973-05-04)","apdp.news.001069","In Cold Rage","Book Review","1973-05-04","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","491","https://link.gale.com/apps/doc/EX1200389385/TLSH?u=linc74325&sid=gale_api&xid=94de6ea8","GALE|EX1200389385","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The first two volumes of poetry juxtapose a mature novelist who has been ""hurt into poetry"" by the Nigerian tragedy and a young poet for whom this seems the natural and the only language.","""[Beware, Soul-Brother, and Other Poems (1972)](apdp.work.000738)""","","","[""Biafra"", ""war""]","","© Times Newspapers Limited.","['recd8ivVTDnXPi9ef']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1970","","","","[""apdp.publication.000001""]",""
"","A poisoned past (2012-04-20)","apdp.news.000966","A poisoned past","Book Review","2012-04-20","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","24","https://link.gale.com/apps/doc/EX1200564758/TLSH?u=linc74325&sid=gale_api&xid=87e00216","GALE|EX1200564758","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","In Khana, one of the languages spoken by the Igoni people of south-east Nigeria, Noo (pronounced gnaw) is also a word for crude oil. As Noo-Saro Wiwa points out, the double meaning of her name is ""the most unpoetic of justices.""","""[Looking for Transwonderland (2012)](apdp.work.000808)""","['recm04SuAl9ct8vSt']","""[Ken Saro-Wiwa's execution](apdp.event.000046)""","[""arrest"", ""oil""]","","© Times Newspapers Limited.","['recRHjAFjEsjS3nAY', 'recYrAHGSKbymJYTx']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;|;;;|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'"", null]","2010","","","","[""apdp.publication.000001""]",""
"","A popular uprising (1996-02-09)","apdp.news.000967","A popular uprising","Book Review","1996-02-09","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","23","https://link.gale.com/apps/doc/EX1200481469/TLSH?u=linc74325&sid=gale_api&xid=dc62f0c8","GALE|EX1200481469","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","There are several reasons for writing a novel about Haitian revolution of 1791-1803. Unlike the revolutions of the sort Tom Paine called ""little more than a change of persons,"" the Haitian revolution was of indisputable importance: the only successful revolution in history,"" according to C.L.R. James.","""[Heart of Darkness (1899)](apdp.work.000798);;;[All Souls Rising (1995)](apdp.work.000809)""","['reccwvAmJ3THPyDOr']","""[Haitian Revolution](apdp.event.000119)""","[""revolution"", ""politics"", ""uprising""]","","© Times Newspapers Limited.","['recmmt8NYTrag7Sak']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1990","","","","[""apdp.publication.000001""]",""
"","Are There Underdeveloped Writers? (1965-05-27)","apdp.news.000976","Are There Underdeveloped Writers?","Critical Article","1965-05-27","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","429","https://link.gale.com/apps/doc/EX1200336892/TLSH?u=linc74325&sid=gale_api&xid=496b35dc","GALE|EX1200336892","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","What are the prospects for publication for a writer in a new and developing country? These might at first sight appear gloomy indeed, if his country has no indigenous publishing industry. But, in fact, if the author writes in the English language prospects today may well be brighter than ever before, and in certain countries may be better than those of British authors.","""[Things Fall Apart (1958)](apdp.work.000170);;;[The Palm Wine Drinkard (1952)](apdp.work.000810)""","","","[""caribbean""]","","© Times Newspapers Limited.","['recAuJdvO4VyYmQHh']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1960","","","","[""apdp.publication.000001""]",""
"","Blowing pain and glitter (2002-05-10)","apdp.news.000980","Blowing pain and glitter","Book Review","2002-05-10","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","32","https://link.gale.com/apps/doc/EX1200508951/TLSH?u=linc74325&sid=gale_api&xid=9de01974","GALE|EX1200508951","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Yusef Komunyakaa won attention for the poems in his collection Copacetic (1984). Since then, he has published eight more collections. Pleasure Dome reprints all these separate volumes, excepting the last Talking to the Gods, along with twenty-five pages of new poems and twenty-five previously uncollected poems.","""[Pleasure Dome (2001)](apdp.work.000811)""","","","[""patois"", ""oral language ""]","","© Times Newspapers Limited.","['recY8gSuNDSRC88bh']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","2000","","","","[""apdp.publication.000001""]",""
"","Celebration cerebrations (1988-07-01)","apdp.news.000985","Celebration cerebrations","Feature","1988-07-01","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","732","https://link.gale.com/apps/doc/EX1200173751/TLSH?u=linc74325&sid=gale_api&xid=7489e1ce","GALE|EX1200173751","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The Royal Marine Hotel at Dun Laoghaire  looks like a stale wedding cake. It is a stuffily grandoise relic of the seaside Dublin suburb's days at Kingstown. Chandeliers, long mirrors, sweeping staircases indoors, a bandstand, and white benches in the grounds.","""[Heart of Darkness (1899)](apdp.work.000798)""","['recneeQEI9VSOVWEd']","""[Dublin International Writer's Conference.](apdp.event.000120)""","[""Irish writers""]","","© Times Newspapers Limited.","['recro0xQTYfDS3dIX']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1980","","","","[""apdp.publication.000001""]",""
"","Commonwealth Literature (1969-08-07)","apdp.news.000986","Commonwealth Literature","Editorial Letter","1969-08-07","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","882","https://link.gale.com/apps/doc/EX1200152809/TLSH?u=linc74325&sid=gale_api&xid=67047783","GALE|EX1200152809","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Sir...those of us who are concerned to see the Commonwealth Literature receive the encouragement which serious critical attention can bring are grateful to Mr. Alcock and Mr. de Beer.","""[Journal of Commonwealth Literature (1969)](apdp.work.000812)""","","","[""commonwealth"", ""language""]","","© Times Newspapers Limited.","['recspfJotwQxpijum']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1960","","","","[""apdp.publication.000001""]",""
"","Conferring in absentia (1984-11-16)","apdp.news.000988","Conferring in absentia","Feature","1984-11-16","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","1310","https://link.gale.com/apps/doc/EX1200165940/TLSH?u=linc74325&sid=gale_api&xid=5a349a38","GALE|EX1200165940","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","A gathering of writers and scholars from the continent of Africa, anglophone, francophone, and indigenous, ought to be an exciting event. New Directions in African Literature, organized jointly by the Commonwealth Institute and the Africa Centre, brought together thirty-five principals...","","['recAsBnRYPyUUNGMe']","""[Mau Mau Uprisings](apdp.event.000121)""","[""politics"", ""commonwealth""]","","© Times Newspapers Limited.","['recXPdP2xHC36FPBQ']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1980","","","","[""apdp.publication.000001""]",""
"","Designing life (1981-05-29)","apdp.news.000994","Designing life","Feature","1981-05-29","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","604","https://link.gale.com/apps/doc/EX1200433982/TLSH?u=linc74325&sid=gale_api&xid=2743fb7e","GALE|EX1200433982","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The Cambridge Literary Festival for 1981 will be held in Cambridge at Corn Exchange and elsewhere 3-9 June. Among those taking part are Joseph Brodsky, Chinua Achebe, Yehuda Amichai, Vasko Popa, Margaret Atwood...","","['recGK8iCcO75hpqNs']","""[Cambridge Poetry Festival 1981](apdp.event.000122)""","[""festival""]","","© Times Newspapers Limited.","['recCYqbamFNUqObAr']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1980","","","","[""apdp.publication.000001""]",""
"","Disarmingly armed (1987-11-06)","apdp.news.000995","Disarmingly armed","Advertisement","1987-11-06","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","1227","https://link.gale.com/apps/doc/EX1200173031/TLSH?u=linc74325&sid=gale_api&xid=2d645d82","GALE|EX1200173031","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Chinua Achebe, whose novel Anthill of the Savannah (reviewed in the TLS, October 9-15) was shortlisted for this year's Booker Prize, is among fourteen writers, predominantly poets who will take part in the Jubilee Commonwealth Poetry reading...","","['recAjiVyZWO7DEJp6']","""[Jubilee Commonwealth Poetry Reading](apdp.event.000123)""","[""commonwealth"", ""reading""]","","© Times Newspapers Limited.","['rec2PmXRwWQT0jQlA']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1980","","","","[""apdp.publication.000001""]",""
"","English for Others (1963-11-21)","apdp.news.000997","English for Others","Editorial Letter","1963-11-21","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","956","https://link.gale.com/apps/doc/EX1200331236/TLSH?u=linc74325&sid=gale_api&xid=e074ae00","GALE|EX1200331236","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Sir, in view of your leader of October 18 and the correspondence stimulated by it, we think some leaders would be interested in the nature and scope of a first-year university course in English Language and literature...","","","","[""commonwealth"", ""language"", ""english""]","","© Times Newspapers Limited.","['reclhOinMm04iMLs0']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1960","","","","[""apdp.publication.000001""]",""
"","Finding their Voices (1965-09-16)","apdp.news.000999","Finding their Voices","Critical Article","1965-09-16","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","791","https://link.gale.com/apps/doc/EX1200337643/TLSH?u=linc74325&sid=gale_api&xid=463da8ee","GALE|EX1200337643","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","There is a moment when a particular literature comes of age.But we cannot determine for certain what that moment is until we know for certain what language serve as vessel to express that maturity.","""[Transition  (1961)](apdp.work.000796);;;[Things Fall Apart (1958)](apdp.work.000170)""","","","[""commonwealth"", ""colonialism"", ""caribbean""]","","© Times Newspapers Limited.","['recTDoDCz3reOV6DC', 'recytOAWQA9aPuX9v', 'recrjTHnyHHeM4Uxx']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[Walcott, Derek]()|Mentioned Poet;;;[Walcott, Derek]()|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Achebe, Chinua 'Albert Chinualumogu'"", ""Walcott, Derek""]","1960","","","","[""apdp.publication.000001""]",""
"","Following the running (1987-02-06)","apdp.news.001000","Following the running","Feature","1987-02-06","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","139","https://link.gale.com/apps/doc/EX1200170741/TLSH?u=linc74325&sid=gale_api&xid=457fe6bc","GALE|EX1200170741","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Over the past few years, the ICA has staged an occasional lunchtime series of talks with Writers in Conversation. Many have been recorded on video and have been sold to libraries, galleries, educational resource centers in the United Kingdom and abroad.","","['recRrI90ZWDnc1qjE']","""[ICA Writers in Conversation](apdp.event.000124)""","[""literary event"", ""african writers series"", ""women writers"", ""south african issues"", ""black women writers""]","","© Times Newspapers Limited.","['recfWClgq7QVNHKBT']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","1980","","","","[""apdp.publication.000001""]",""
"","In Africa: Ex Africa (1968-09-19)","apdp.news.001014","In Africa: Ex Africa","Feature","1968-09-19","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","1056","https://link.gale.com/apps/doc/EX1200354296/TLSH?u=linc74325&sid=gale_api&xid=cb19152c","GALE|EX1200354296","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The last decade has seen a distinct change in the attitude of developing countries of Africa and Asia towards books--especially educational books. At the first Commonwealth conference in 1959, found no place on the agenda.","""[Things Fall Apart (1958)](apdp.work.000170)""","","","[""commonwealth""]","","© Times Newspapers Limited.","['recsA76r78OEUoB0k', 'recMnMm59EgbqFxbl', 'recixBUizBNEpS7gU']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Mentioned Poet;;;[Soyinka , Wole 'Akinwande Oluwole Babatunde'](apdp.person.itn.000930)|Article Author;;;[Clark, JP 'John Pepper Clark-Bekederemo']()|Mentioned Poet;;;[Clark, JP 'John Pepper Clark-Bekederemo']()|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Soyinka , Wole 'Akinwande Oluwole Babatunde'""]","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Soyinka , Wole 'Akinwande Oluwole Babatunde'"", ""Clark, JP 'John Pepper Clark-Bekederemo'""]","1960","","","","[""apdp.publication.000001""]",""
"","Learning how to write (2001-09-21)","apdp.news.001018","Learning how to write","Book Review","2001-09-21","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","22","https://link.gale.com/apps/doc/EX1200505804/TLSH?u=linc74325&sid=gale_api&xid=b75fe88c","GALE|EX1200505804","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","No writer has written more tellingly about the vocation of writing than V.S. Naipaul. His career began almost five decades ago; and this new novel, Half of Life, shows us that Naipaul's absorption with how he became a writer remains fresh,","""[Heart of Darkness (1899)](apdp.work.000798)""","","","[""commonwealth"", ""memoir""]","","© Times Newspapers Limited.","['recMk1oxBVk20c9FA', 'rec50OwxxkbWnFppn']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[Naipaul, V. S.]()|Author;;;[Naipaul, V. S.]()|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Naipaul, V. S.""]","2000","","","","[""apdp.publication.000001""]",""
"","NB (1999-03-05)","apdp.news.001026","NB","Feature","1999-03-05","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","16","https://link.gale.com/apps/doc/EX1200494525/TLSH?u=linc74325&sid=gale_api&xid=2d82770a","GALE|EX1200494525","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Yesterday, the 61-year-old writer James Mackay was at home in Glasgow, shocked and outraged, over a plagiarism attack which could cost him his reputation and thousands of pounds.","","['receHmF24DMgvSkjw']","""[The Word, London Festival of Literature](apdp.event.000125)""","[""poetry reading"", ""plagiarism"", ""literary event"", ""event"", ""festival""]","","© Times Newspapers Limited.","['recCOvjdrbciYCc56', 'recxI5pl6FwnRgCtB', 'rec5vasYAbb3lfnWZ']","Publish","""[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Mentioned Poet;;;[Coetzee, John Maxwell ' -J. M. '](apdp.person.itn.000744)|Article Author;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[Walcott, Derek]()|Mentioned Poet;;;[Walcott, Derek]()|Article Author""","[""Coetzee, John Maxwell ' -J. M. '"", ""Achebe, Chinua 'Albert Chinualumogu'""]","[""Coetzee, John Maxwell ' -J. M. '"", ""Achebe, Chinua 'Albert Chinualumogu'"", ""Walcott, Derek""]","1990","","","","[""apdp.publication.000001""]",""
"","NB (2003-06-13)","apdp.news.001027","NB","Feature","2003-06-13","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","16","https://link.gale.com/apps/doc/EX1200514219/TLSH?u=linc74325&sid=gale_api&xid=b136ac86","GALE|EX1200514219","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","In the recent scandal at the New York Times, involving the wretched Jayson Blair, the subject at issue is widely perceived as plagiarism. Blair plundered other reporter's work, often written on site, to construct his own articles written at his desk.","""[Things Fall Apart (1958)](apdp.work.000170)""","","","[""plagiarism"", ""african writers series""]","","© Times Newspapers Limited.","['recuculKT3ZkU279o']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","2000","","","","[""apdp.publication.000001""]",""
"","NB: Lucky fourteen (2013-05-31)","apdp.news.001028","NB: Lucky fourteen","Feature","2013-05-31","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","32","https://link.gale.com/apps/doc/EX1200569578/TLSH?u=linc74325&sid=gale_api&xid=9fe52508","GALE|EX1200569578","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","The Oxford-based literary magazine Arete is an irregular beast. There is the boldness of the chosen title. One readers AHretty is another's ArETTy and yet another's AreTAY (as the accent suggests). ","""[Arete (1999)](apdp.work.000814)""","['rechcPUrZsqGeyJDZ', 'recTNCoSaGR5kOxfk']","""[Man Booker Prize ](apdp.event.000126);;;[Dorothy and Lilian Gish Prize](apdp.event.000127)""","[""prize"", ""nobel""]","","© Times Newspapers Limited.","['recb5xYAUKW4RiALB']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","2010","","","","[""apdp.publication.000001""]",""
"","Old Bottles for the New Wine (1965-09-16)","apdp.news.001033","Old Bottles for the New Wine","Critical Article","1965-09-16","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","793","https://link.gale.com/apps/doc/EX1200337648/TLSH?u=linc74325&sid=gale_api&xid=9081a031","GALE|EX1200337648","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","At the last count, assuming that anyone is counting, how many accepted ways of writing English at there? Answer--probably more than the surviving number of individual purists who lift their hands in horror at what they see happening to the language.","","","","[""caribbean"", ""commonwealth"", ""language""]","","© Times Newspapers Limited.","['recqn5zFoydyaJwO6', 'recfkHCoHyOC5c47H']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author;;;[Naipaul, V. S.]()|Author;;;[Naipaul, V. S.]()|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'"", ""Naipaul, V. S.""]","1960","","","","[""apdp.publication.000001""]",""
"","Only correct (2005-07-29)","apdp.news.001034","Only correct","Critical Article","2005-07-29","['rechlrrQ3ggxkp9tc']","[""The Times Literary Supplement""]","12","https://link.gale.com/apps/doc/EX1200524142/TLSH?u=linc74325&sid=gale_api&xid=2ceb966b","GALE|EX1200524142","2024-06-26","[""The Times Literary Supplement Historical Archive""]","['recPtoWyYeZuupAcO']","Safely embedded in the Sixth Edition of The Oxford Companion to the English Literature is an explosive entry on cultural appropriation. Explosive not because it is written in an inflammatory manner (it is notable for its objectivity and evenhandedness), but because of its subject matter.","","","","[""asian literature "", ""language""]","","© Times Newspapers Limited.","['rec7wA7odHhUFAmdv']","Publish","""[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Mentioned Poet;;;[Achebe, Chinua 'Albert Chinualumogu'](apdp.person.itn.000265)|Article Author""","[""Achebe, Chinua 'Albert Chinualumogu'""]","[""Achebe, Chinua 'Albert Chinualumogu'""]","2000","","","","[""apdp.publication.000001""]",""
